loan_uuid,account_number,account_type,account_status,product_id,entity_uuid,relationship_type_id,open_date,interest_rate,billing_cycle_day,term_in_months,original_amount,currency,collateral_description
193cc548-a4bc-4519-945b-d06ebee462bf,LCC00003012,home_equity,active,8e537fcf-26b4-468a-b66a-6dc1f6c643b3,5ec16a88-6b8e-47df-8ab3-0f08370d070d,09db9dbd-9c2d-4521-a9ba-6d0dbc458482,2021-12-27T00:00:00Z,8.23,23,60,111635.3,usd,Townhouse 88881 Eric Circles
4d1322ed-26bc-46fc-a480-83581fde918d,LCC00003013,home_equity,closed,97cc6d60-53aa-4609-9958-5459339e1f53,5c563a30-1085-4ce7-ab64-c3576133567a,69fc67dd-4402-442d-a336-3c19911a803a,2021-12-18T00:00:00Z,6.88,19,180,72917.55,usd,Primary residence 95300 Williamson Lakes
14e223f2-2310-4d97-b244-79dc0cc82a20,LCC00003014,mortgage,active,4c7171b7-994d-4927-8284-14aba692fc4b,df99aa6a-72d2-4129-97ac-4561bc736dab,95f39f08-6d84-424a-baaf-b7b1ac7e6fd1,2021-10-10T00:00:00Z,7.17,1,180,366711.84,usd,Townhouse 77348 Sandra Prairie
d180237e-5ba4-4e87-b5e1-3e5c0b8a26e7,LCC00003015,home_equity,active,ded71e50-99c5-49a1-a2ef-d1f3594c3710,59f34038-5142-4a6e-8244-6b5b3f6094a4,9e1db0f4-9a78-411d-a308-574bfd48250c,2023-08-22T00:00:00Z,9.16,2,180,45388.36,usd,Single family residence 13763 Schneider Terrace
a946e1ea-929e-4399-abbc-5c64f4ecc90b,LCC00003016,home_equity,active,eb771e8d-a299-4f7b-9eb9-8541bb436479,9b2c2ccc-564d-4a1b-afc0-761b13e6ae05,0c0ca071-d42c-48e6-97d0-3b227c0fb17f,2023-01-11T00:00:00Z,9.45,10,120,148455.56,usd,Townhouse 3266 Shane Lights
2cab3ec4-8680-4215-b930-ac737e6186de,LCC00003017,home_equity,active,b4cce39c-ef98-4b89-ba4a-9fb8817a8b1b,f2775655-1c01-4b34-b8f3-84e35b2b946d,77ff066f-13f8-4eb2-a029-1110951d0d66,2020-04-29T00:00:00Z,6.72,6,60,125178.16,usd,Condo unit 059 Kelley Skyway
146f2ba4-8155-41fe-89d5-8acdf5fc4cfc,LCC00003018,recreational,active,65cb240b-ae2a-40d8-9a67-073f29e7f336,bab7be2c-0d2c-489a-b865-72bbbebfaf02,2b62e2c6-521d-444b-aa8d-b66b505fb524,2024-12-05T00:00:00Z,8.17,15,48,46505.73,usd,2018 Mazda Camry VIN JSXJRASMHK5GZ26H0
4111c80c-5822-414b-a1c1-8f18a71b7bdb,LCC00003019,personal,delinquent,fda228e8-c34a-4e26-9e3a-ea19ff691d7e,0b261f01-3214-485d-bdb7-f41a854d00b1,ae7aae93-8e4a-4281-b7d5-2082b47c8aa1,2022-02-01T00:00:00Z,11.53,19,12,10329.4,usd,Townhouse 5583 Hawkins Mission
7d952ee0-daf7-45de-95e2-bf8afd9b5388,LCC00003020,home_equity,active,7a5c7453-ccef-4167-9088-91757b765a56,074e53d4-f9b5-4603-ac00-a62fff93da6b,53a6a8ea-78fb-47f8-9abc-610d95bbe0a2,2024-10-21T00:00:00Z,7.94,26,120,61463.82,usd,Primary residence 665 Walker Mews
215bf018-209b-468c-be20-e3ecabb858d4,LCC00003021,mortgage,active,50dcc49a-6d93-4502-a867-ef09c9564e83,0fd98c95-f53a-45a1-9047-1b96b35a3c0d,d0af1ac2-3472-4de4-95e8-79070bb92dfe,2024-12-16T00:00:00Z,6.25,5,180,561646.13,usd,Condo unit 9608 Neal Mall Apt. 267
ee75b7b5-a8e6-44bc-ae6c-d112089bdc05,LCC00003022,home_equity,active,cc50bdee-7735-40d7-817a-8922da20b83a,91402700-815f-48b3-9615-c1280a4879d7,a032e6ed-9544-4fd1-96e0-427c78462200,2021-04-11T00:00:00Z,8.82,20,120,96330.6,usd,Single family residence 910 Paul Flat
335dda46-652e-4cdf-bf33-afcb543932b1,LCC00003023,personal,closed,24e3072a-9489-4db5-91f4-f526ed6f1cc8,df5c2da7-9c1e-4664-bc44-0344ad4119ac,1b0575e4-76d7-403c-ae28-244daef75250,2024-09-08T00:00:00Z,9.96,25,48,14914.81,usd,
61517a4e-c9fe-4bd2-8a7e-296a4ade4d65,LCC00003024,mortgage,active,22c9d863-cc90-4abd-b9df-ee63801f50a2,8c9eed92-5c4f-4143-b091-8e858302592e,5e4b4793-62d2-49aa-8052-38488ac298d2,2021-03-08T00:00:00Z,6.89,7,240,392047.22,usd,Single family residence 8917 Morales Locks Apt. 677
7a465e19-9622-4c45-a7e2-ef5b90bfe8e2,LCC00003025,home_equity,active,316d4747-f90f-4394-a022-bc8fb1d86019,67f354a4-4321-4327-9ed7-10ba4d132318,7dc762ce-415e-44bc-9be8-fc300a895671,2020-07-15T00:00:00Z,9.17,14,120,25856.97,usd,Single family residence 1745 Jeffrey Station
835b5e7a-ce1b-48dd-ac1c-4dd64b9c1239,LCC00003026,personal,closed,35284950-484e-4bff-b233-1af6cbe97d8b,766c9a55-691e-4d9d-8da6-c7e1e0d94288,f2847134-50a8-4d98-b8f9-57b6e4d00925,2023-08-04T00:00:00Z,13.92,27,48,34359.84,usd,
522858a9-c428-4173-97c0-6d35267f9ba0,LCC00003027,home_equity,delinquent,3983a801-17a1-4474-a1b7-1456f8ef5857,47fe4e0d-661e-4a61-a4b1-6a0b832e89ad,5cb41d26-0d8a-4d0f-9685-86d7ceb1d2f7,2023-07-05T00:00:00Z,8.26,14,60,148853.08,usd,Condo unit 24003 Zachary Mills Apt. 032
e38c705b-fb9f-4873-b756-758d38aaa7d0,LCC00003028,recreational,active,68514eb9-9526-4460-bb0f-eebf3b5f0d17,651d498a-1964-4c46-b5e9-eb13534e29b0,3297aae6-9de2-4fb0-9efd-c316d1a37fac,2023-03-14T00:00:00Z,12.12,20,48,29791.98,usd,2021 Honda Civic VIN LB7PPH52R84ZNFZ62
741f4fa4-b23d-4ade-9c36-8bf9330282de,LCC00003029,personal,closed,e61ae331-47bb-49fc-a301-387df5e10a21,bb7e61b0-d063-42ba-b0b9-539454d12555,b08942a8-7ed0-4931-812e-4e36ce97d21a,2023-07-01T00:00:00Z,10.6,23,12,17386.33,usd,
506da1e6-0019-44c4-b40e-9f0f067fbed9,LCC00003030,personal,active,5c434f95-0b81-4315-abdf-5c888c938001,7c9d2bf8-8c03-423d-9eb3-7b53b3b58dd5,984c39b7-4d42-4b27-bd08-a409c60ecda9,2020-05-18T00:00:00Z,12.46,28,36,20329.02,usd,Condo unit 1672 Lane Wall
4288d543-11a4-4f3e-9b72-8eb8f994da09,LCC00003031,personal,active,be8b55b7-a571-421f-96cf-476e3665f0fb,237175ee-e160-4b2e-b3c7-73dba4847234,ba19853d-9077-4586-9fdc-df2001d9013d,2022-01-10T00:00:00Z,12.98,27,48,31814.55,usd,
01e9a1e9-62fb-446b-bd85-438151ea9288,LCC00003032,recreational,active,cb45c9b4-cdd8-4607-b918-0b705fd982de,13a34c02-814d-4ca0-95b0-0de5dca8e063,72dc85a5-024e-49f5-aaa3-5cb4c7014a05,2024-02-21T00:00:00Z,14.74,21,12,29506.48,usd,2020 Chevrolet Silverado VIN S9L4HXEB35ZM7LZBF
57b192a8-6b6e-4e16-aa26-eba2ab8293e5,LCC00003033,auto,closed,0456b46d-6cfe-4ca4-a49d-6d802ea10bd9,bee5b570-e74e-41a7-a56c-a51bcd3b93a4,0a842beb-105f-4c6d-b91f-75029ee840fe,2020-09-02T00:00:00Z,4.85,2,72,40667.41,usd,2021 Chevrolet Civic VIN 2VTH5BAXAB04YJDAY
5291fb88-09cc-495c-b2ec-2b0a70f34c5c,LCC00003034,recreational,active,738951d4-24c5-4304-9e64-10c8fdb78e8c,10c64201-cb59-4b4a-94ec-ebb7df6962e0,b2d0a361-7557-4b2a-beff-4ab1f2210ddf,2024-04-24T00:00:00Z,12.61,21,48,6437.5,usd,2024 Mazda CX-5 VIN 13BLB2P9XS2PGUUNB
2c68fcfb-70a2-4284-9402-1c078948dc96,LCC00003035,recreational,active,0bd6142b-21d7-484d-a867-fa4d4ad00cc0,81902fee-47a1-4d75-8357-c1e44d9afd8c,60dd1601-edbd-4414-9d87-d200d39cf419,2020-06-30T00:00:00Z,8.41,27,24,10267.63,usd,2024 Ford Camry VIN F0W1V2K75FC0P8V67
bf463d82-07b1-4eca-9eaa-51b714a01fc4,LCC00003036,auto,active,a91b95ba-0d42-43a2-afd4-a8ce78f893ef,55dea11f-28a7-470a-b9be-317f18a890f9,da53c2ad-101a-483e-9010-3abf222fe05b,2022-09-26T00:00:00Z,8.89,5,72,28499.37,usd,2024 Mazda Civic VIN UFY8CBEWCU4D9GZK6
a752bd21-0409-4482-b153-610f7ace05c8,LCC00003037,auto,active,30e4b597-1bfc-4f88-9d5a-9fa7676827f4,daee1875-4406-49a3-9d64-01790bba24ab,d432bda2-45a7-4e02-88c4-83235590dd09,2020-09-15T00:00:00Z,6.68,10,60,44729.11,usd,2019 Mazda Civic VIN PEHH5X5MX3NCMJCDL
af883822-1f69-429b-bfea-e5e8212583ae,LCC00003038,home_equity,active,062c6df6-1ab1-4461-af66-7c00bc0dcbdd,5b6cf706-8403-4c59-a7d7-d212575ff79c,c16f3417-5b6f-4bf4-8c98-6173a5549809,2023-08-19T00:00:00Z,8.85,13,120,36062.74,usd,Townhouse 4256 Cline Roads Apt. 562
22cac7e1-a688-4978-9cd5-07d987b1f20b,LCC00003039,mortgage,closed,5323ccd7-9540-4e6b-8aa0-0de93ae20ff5,0c094088-1d18-477c-ae15-407b2f0d23b7,cb40c83c-38e0-440a-b182-3088f782249f,2020-06-13T00:00:00Z,6.92,12,240,242775.58,usd,Single family residence 0181 Phelps Motorway
e8652346-fba1-43f5-8f1c-6afedacb81d1,LCC00003040,recreational,active,031fc5af-e475-4f82-9b1e-5e4da38eb4ae,aed8e770-4897-482b-a251-d42520ae537c,9750084f-6c4a-48df-8195-a35b53a36b58,2023-08-12T00:00:00Z,10.14,6,24,36947.66,usd,2021 Mazda CX-5 VIN T9CEPNR7TYEW8MNAD
3cad83fc-b8e6-47c5-b568-57d152caaa88,LCC00003041,mortgage,active,37b6c85e-ac55-4c2e-941c-13f27709a08b,6337a5b0-2d71-4e75-bd56-a8f268bcae3b,87e3719d-8316-4293-b8a4-e2da112d42c0,2024-11-29T00:00:00Z,6.82,1,360,229585.37,usd,Condo unit 3046 Wong Point
f4e71b61-c44f-4967-804b-5bb53e4dd448,LCC00003042,auto,active,4fdaa547-0d36-4ede-8117-c137d51cd15a,b5bfc520-6150-43ba-9d4d-ef64bf0ce299,08f592d3-bd53-4f09-bba5-e97dcb572034,2021-09-11T00:00:00Z,4.73,4,72,73610.82,usd,2018 Chevrolet Camry VIN AFSL701BMVGZRY71N
ac401be9-4251-49cf-a1d9-0b709791b2f6,LCC00003043,recreational,active,ca88c0ea-fdc3-440f-959d-8a6e0e032d7e,449e8a60-ba88-4f55-bb1b-097c823aba2e,6ad17c99-e115-4f64-813e-48ddaaf4b629,2022-08-15T00:00:00Z,11.89,25,12,32253.01,usd,2021 Toyota Civic VIN L5KC7U4VNCG5HJBKV
a3a5f2bc-8ad9-4f7d-9aed-8232407e8b11,LCC00003044,mortgage,active,39e99a96-bd86-49b0-9625-194eafb36a48,7825037b-772a-4949-bf21-c8a740f47ca9,5fa4873e-6e33-4d5f-ade5-4b10b40e71f5,2020-05-06T00:00:00Z,6.73,19,240,340861.26,usd,Single family residence 5713 Keith Rue
e1826a5e-4a82-4f6a-b4d5-47cec2972858,LCC00003045,recreational,active,4b69955d-9a03-4891-92e2-058c272fb9ee,8d1cdfe2-3d7c-4061-b280-646cf5aefc2c,24671621-4a65-41ca-b960-2bf3ae2022f1,2020-04-28T00:00:00Z,13.0,13,48,26386.91,usd,2022 Chevrolet Escape VIN JNHTG1Y0AXEYBBNET
255fb808-1706-41d7-ac3e-e26e9b86fd86,LCC00003046,auto,active,26cfc296-a52c-474d-b208-ad968e48bd46,6a8b80f7-60d4-4767-82bc-a07607d9aaf7,9fd2312c-626c-4695-8021-9d9b453986bd,2023-06-29T00:00:00Z,5.94,13,36,24333.99,usd,2019 Toyota Silverado VIN N1N4VMHYD23524XXR
1db82454-8261-44ea-a01e-5d109daf04ad,LCC00003047,recreational,active,5b26c7c0-c526-4bed-bee0-fc531c98d303,3e7a4e58-3e98-48a4-8f76-c71ec08b016d,9b9bc654-4c9a-4e71-8fe8-873275ec4bac,2020-10-04T00:00:00Z,14.87,13,24,27092.36,usd,2019 Toyota Silverado VIN 59HJEKPGCSYENH98W
6ed24471-67c6-4604-96a3-7f8d2a0b9d92,LCC00003048,home_equity,active,fde25473-8edd-4028-a415-f59be0714843,0c8aefc2-f956-42bf-ad21-64214eb3a0ab,d65bd4fa-07b3-4c5e-ab1e-db6ab440da9f,2021-02-17T00:00:00Z,8.75,9,60,148243.75,usd,Single family residence 00477 Sanchez Burg Apt. 684
d34ea630-1ea7-4b79-8954-d3039b61e1c6,LCC00003049,personal,active,4e86892d-195e-4f74-872b-5b198749c274,c3133990-40ef-473f-b994-8dd5d9c47ad3,967b959c-db25-4992-b0c6-8808be468a09,2024-02-06T00:00:00Z,9.11,19,12,29002.2,usd,
aafea023-f762-48ea-865c-be1fe9ca286c,LCC00003050,mortgage,active,83f9c0cc-0d40-4f7f-825f-28d2046882c5,ca1fb595-8131-4058-a0cc-7422b8ef4062,535303b0-33ab-45ea-a28a-7abe9af0426c,2020-12-09T00:00:00Z,5.99,20,240,392328.06,usd,Primary residence 8006 Curtis Burgs Suite 048
53607b88-223f-451d-92ff-915248298806,LCC00003051,mortgage,closed,4281180e-24fd-40cd-af5c-e42d1087bd3a,5d850725-80e7-499c-800e-c163ee30bcd2,ce630e11-0953-4a34-b6ee-6e2f2260bfde,2022-08-27T00:00:00Z,7.18,22,240,565369.13,usd,Townhouse 550 Harrell Loop Suite 757
c8fa1335-32d5-4876-bc3b-32c35bf573ba,LCC00003052,personal,active,32b3f3f1-3247-4cb4-8b45-a289eb1c4e30,7a65a57a-6ebf-4e63-9d9d-e46f54313dd7,1ebacd56-73b1-4d41-a892-4506fea90163,2020-11-18T00:00:00Z,8.11,14,24,24260.4,usd,
ae377324-df2d-4137-a975-9b8430add7a8,LCC00003053,mortgage,active,0226960d-9b02-4ab5-b5e1-92033a5971a0,69bc8407-40f5-464d-b5af-69f328a10ffd,d2efe160-e03e-4b65-a765-fb109decd5d8,2023-08-02T00:00:00Z,7.05,20,360,213648.79,usd,Single family residence 61947 Debbie Squares Apt. 708
ee638c2f-a248-4715-9e22-e4adcfb6ad1e,LCC00003054,home_equity,active,e698956f-2ca7-45a8-9140-b49b6cdce81e,b24b7b09-07b9-4162-be3c-48d035950d97,787e0d7a-1b39-44a0-a067-0d42905606ad,2023-01-24T00:00:00Z,6.79,9,60,67594.52,usd,Condo unit 991 Perry Well Apt. 367
7ad6d76f-f3ff-4baf-a3d0-8a9b2a05204b,LCC00003055,home_equity,delinquent,5f4ecb16-ade0-4e9a-8fda-64cf66d21d44,f6649e59-b554-432b-bdaf-aab7904e1d0a,6f63198f-c1cc-47b2-9d64-dd79cc301c83,2021-06-16T00:00:00Z,8.36,7,60,143558.57,usd,Primary residence 5318 Stephen Garden
bfd1e7b1-c310-4511-9f3d-6f756311a81b,LCC00003056,personal,active,ec6d88fb-b80f-4962-97c2-d52ab8eae814,2f864ecd-1ec9-411e-9e17-7188dd5f659f,7c100be1-1742-407e-844b-ebb6483b6b6b,2021-12-29T00:00:00Z,9.08,20,12,24247.28,usd,Primary residence 6115 Stephen Valley Suite 222
bfe8c16b-bfba-45e4-a51f-4758c8485750,LCC00003057,auto,active,c476258c-4829-4d32-a02b-bac24236a2b2,75e7512e-fd3e-4658-9775-14f436ea2e49,bcd64595-e297-4b46-b8c9-0b020adfa9d6,2023-04-07T00:00:00Z,6.26,6,72,22305.81,usd,2018 Mazda Civic VIN CVXGBSC6M5S9LSS7Y
e0c7949a-1e7c-45cf-8951-db182ab64780,LCC00003058,auto,active,60d2aea0-fdc2-417a-8aa3-aadcabae2738,4e76c048-6f6a-454b-8e03-84d2af916573,f7e41b81-c37c-40cd-a96c-5f839628cae7,2022-08-01T00:00:00Z,5.89,20,72,32745.05,usd,2022 Chevrolet Silverado VIN F9VSXTJC8R6TMZ1AB
21dd98b0-3889-4f7e-b032-9db576557c30,LCC00003059,recreational,active,a6968108-f81d-4af4-8428-e4c76a93c988,940c795f-fdcf-4350-85f9-061cd855d869,a366c123-8eee-4fc5-80ea-616ba32b8759,2020-03-12T00:00:00Z,8.37,28,12,31194.85,usd,2021 Mazda Civic VIN C6KSACWV644YPGKXP
d530455d-a488-41ff-a0d5-ce92518bc9b4,LCC00003060,home_equity,active,44672a36-ac0e-4773-8aa4-42d7fcbb77e3,bf204c15-e2e2-49db-98d1-ee34b2df883e,3127de6e-13bd-4bae-9f9a-ff50d81aaca5,2020-12-08T00:00:00Z,8.01,26,120,138563.75,usd,Single family residence 40060 Cory Club Apt. 771
aa912747-64b5-41c6-a01a-b8b6d2545635,LCC00003061,home_equity,active,a6e7b9af-cdf5-4a5e-8650-4ad7ac9edfe7,ee692711-e2b6-406a-9ca8-6570f2c25ddf,15b34a03-484a-41de-8912-3a38044657eb,2020-09-30T00:00:00Z,8.82,22,60,79382.56,usd,Townhouse 78553 Kristin Spurs Apt. 822
a1848efc-99e1-4520-9048-f30d7e26f529,LCC00003062,recreational,active,8483e612-4e62-4ff1-acbb-70f9e6da791b,4f369cf3-d371-4f17-ba14-2b284cd027e4,32c0884b-74fe-41e2-af11-30f84872fda7,2022-06-10T00:00:00Z,13.0,26,12,18484.84,usd,2021 Honda CX-5 VIN CJS7J7LKJ27ETHUHR
e00a03c5-201f-48ae-9d4e-cd32305f7c82,LCC00003063,mortgage,active,d5592083-35d4-460d-ab5b-01b09ae399b4,4e9ad1d1-1b43-4c93-a20c-b40b85be26f6,59e86d6c-c7b0-4f90-b8fa-54ccf312c018,2023-03-02T00:00:00Z,6.38,6,360,309885.64,usd,Townhouse 9597 Henderson Orchard
29da0e6b-b0c0-4a39-b2fd-2451fd3d8782,LCC00003064,personal,active,0d55077e-f897-4922-bea6-1c86cba2d1ab,0162410f-500b-4ae6-8d80-3a11f600b2cd,35671b20-f5ed-4eb7-bc22-b0fa40b7c031,2024-04-16T00:00:00Z,9.7,13,24,19102.25,usd,
d34fd4d2-2656-414e-83f4-75ced5bc0672,LCC00003065,mortgage,active,76eeb491-d348-4170-8f91-23e3a6bec8a4,04bc7dfc-7796-448e-914b-e5bf8491489e,c945582a-5b3f-4e37-8f41-35199b7b5d9a,2021-04-15T00:00:00Z,5.81,24,360,385169.8,usd,Primary residence 67068 Lopez Overpass
82391e86-17ca-4636-ab11-d1bb204c91ac,LCC00003066,personal,active,ff377d14-0139-44b1-8a1c-08628c27fb26,103584b3-5936-4e81-936f-d40c184ea828,d6d009c7-acc5-4caf-946a-85d7da887bbc,2021-06-05T00:00:00Z,14.53,12,48,23196.03,usd,
36f6885f-3061-4908-abf1-ad907e60aeac,LCC00003067,home_equity,active,d588a9c1-7f69-4c3b-9030-fca01132b229,1fa6c6a1-a7ec-4c55-815f-8595266e6d63,f1325047-cd27-43ef-a589-6a6cb4ad0ed5,2022-04-21T00:00:00Z,9.37,9,180,51947.72,usd,Primary residence 141 Benson Mountain Apt. 188
dd018f4c-225b-4069-972e-16c5ab16482a,LCC00003068,mortgage,active,47248083-4971-4b05-b4fa-6461e1a64226,bbc85c7c-bb10-4133-9be5-11bd5a4f5c62,67f1a849-76c7-4665-b9ff-69cc562ee038,2024-12-21T00:00:00Z,5.71,25,240,267869.13,usd,Single family residence 621 Smith Court Suite 904
fe175646-7d36-4f68-89e0-7d1865923e7b,LCC00003069,auto,active,5497e1d2-6675-45ca-8ad9-e082f1d3c2e1,68603e67-c16d-4f1a-a310-2f5cc585398b,11d8d5cf-c429-447c-8fab-2b414c614174,2024-07-23T00:00:00Z,8.37,27,48,22542.33,usd,2018 Chevrolet Camry VIN 86UR7V08ZAK13PGW3
b0f6b0da-be84-44a1-b902-0c1e9304fc93,LCC00003070,recreational,active,b4c57497-ce74-4318-b9a1-bbd2d1536f28,f7be8b63-78c2-43a0-aa86-09a5c0eafc50,aa10e9ea-736d-48fe-a97c-272be1ded560,2021-10-04T00:00:00Z,9.46,19,12,16304.25,usd,2022 Mazda Escape VIN B932AAHRUBBWSMCXE
9d422f37-fb54-4a6e-bd2e-e86fbebb97d0,LCC00003071,mortgage,active,f96f51d1-e4a9-44f7-a728-cd75e0e51814,f8f6655b-5a2f-4d69-904e-e29eaead7992,0898df18-7773-4503-a918-32484c7bcfb1,2023-05-14T00:00:00Z,6.17,21,180,507501.67,usd,Single family residence 0457 Alexandra Island Apt. 720
e1a183a6-efeb-494c-a2cb-c8a5c85d69cd,LCC00003072,recreational,active,cbf80ea8-7950-45b2-9842-7906f3235f81,35f3b47b-8043-4595-9abf-4af489ba5426,68e25c2c-a691-4ab4-b8fc-4ccc961314d2,2021-06-25T00:00:00Z,8.1,12,48,32578.49,usd,2022 Toyota Escape VIN C9X9CTJ3G6ZZ5NL7V
bea7bb23-6ecb-451c-a1e1-27ebd422aa3d,LCC00003073,home_equity,active,e2545cfe-9266-4be6-8837-b5afb7d29b5e,b8f5569c-360e-4cb1-b61e-095289a85b4f,d6ca20a6-3d59-4c5f-bf23-25b8202aaacd,2020-08-01T00:00:00Z,6.68,11,60,79420.43,usd,Primary residence 00799 Dana Burgs Apt. 846
f3d0e777-4184-46f0-b9a8-eebbc992f337,LCC00003074,home_equity,active,1a2e9a50-6d7d-43e6-95ce-fdff3545e7c2,84bb4294-9bf0-445b-b317-66ca6a6f862a,96a0395d-7bf9-4d3c-b8af-a4f456d87f7d,2024-09-20T00:00:00Z,8.79,1,180,32538.88,usd,Condo unit 38411 Chelsey Highway
afc67d3c-4bce-4ef3-84a0-b296f8e44682,LCC00003075,auto,active,5a60ccc8-5460-4be1-b86c-eab2c077eb7f,76dad0b6-b79a-46d0-84e2-b43a0119ab5f,c5fbd18a-2a81-4c17-92d6-78272266b63c,2020-12-29T00:00:00Z,6.44,4,36,42317.73,usd,2020 Ford Camry VIN 9G9CY0PYY2UHAZT5J
515260a8-afa3-4e45-9480-2a5891b5226c,LCC00003076,personal,active,8375b904-0397-4117-bc60-1757010eda11,a7fe464a-7e9a-477e-85fa-e890da24e5ef,acd4c81a-b60c-489f-9024-8ad210bcda62,2023-09-06T00:00:00Z,12.69,4,12,12645.4,usd,
1eacd535-93a2-4f8e-be87-6de37827b76b,LCC00003077,personal,active,f44b1e7c-3ea3-4d41-b31a-9adb4f23b29e,4d3c86a9-c553-413a-a1dd-413479e66a8d,6ac4b645-96e4-488a-954c-f27dd0782d65,2024-01-28T00:00:00Z,11.3,14,12,8269.58,usd,
a20e120f-34f0-4583-83bb-785656aaef7c,LCC00003078,home_equity,active,4872cb8a-7d1f-44d6-a11d-ba2fd34734f1,7a7f7aec-9dfd-4a3e-8b81-5eeaac206ada,170d17e2-ef4e-4ae4-a055-da4d2b6f4715,2020-04-26T00:00:00Z,8.56,6,60,43132.82,usd,Townhouse 5117 Johnson Terrace
68825aaf-2bf4-4e33-ab2b-7c9e54e97967,LCC00003079,home_equity,active,fc2ca2c4-6b6d-4fc8-986f-4b210efb75a8,81d0c928-273a-47fc-a019-3faac6da1bf4,b7aedb07-76d4-4b28-813d-46029eceb66c,2021-06-25T00:00:00Z,7.17,25,180,70300.61,usd,Primary residence 795 Kimberly Route Apt. 740
f80fbd08-90b2-4988-80b8-8a332baf5389,LCC00003080,personal,active,2da5fe4a-9d0e-4966-8a97-b209826e7c11,86fb9cb9-bf53-4bd0-b7dc-08d2ed10bc82,4d86b835-cc55-4fc4-9873-d08917ad676e,2020-07-03T00:00:00Z,10.79,13,12,25805.49,usd,Condo unit 99286 Ewing Walk
38ea1f31-98a9-488f-a379-e4f8f3456511,LCC00003081,mortgage,charged_off,3ea5732d-2a04-4188-a051-cfeaa9057d9d,985bb9b6-a9cd-4246-84d9-1db2485ae6bf,f69e7d0f-30fa-48de-9c62-d00b7d402274,2023-11-15T00:00:00Z,5.68,28,180,197399.23,usd,Single family residence 5829 Reyes Lock Apt. 931
55d81589-752f-473f-b8ac-7e82e24339d4,LCC00003082,personal,active,e37a365d-2986-4da1-9d9f-10c3cea8fd39,f0e0abc5-106e-4242-9d69-12bcb6adb7aa,3f731d78-5071-43ae-8d10-9825a6f76916,2021-08-20T00:00:00Z,10.01,16,12,44230.51,usd,
045f2138-4c92-40d2-aca5-a4e4cacf7bd9,LCC00003083,recreational,active,968a4367-e4b0-419e-abe7-2e474881ec89,61603c94-8741-4fff-9acf-84c7a576411b,ca304742-ec8d-4d56-b832-45e8d86c6012,2020-07-21T00:00:00Z,10.68,16,48,22775.0,usd,2023 Chevrolet Escape VIN WTW6B6WXX4RHTB3D8
35bdcc56-3736-4f74-a187-0f1e05b878c2,LCC00003084,personal,active,d734dced-e739-42ae-b3af-121c5db13205,664a8524-1466-4937-9005-becdb6243856,7c1c3921-4631-4c2e-8af8-833ed5cf5680,2021-10-07T00:00:00Z,14.46,6,12,47207.43,usd,Primary residence 956 Laura Points Suite 737
7b5f9898-4df5-4bb0-8970-a9563486d11e,LCC00003085,personal,delinquent,173cd301-f84c-4fe9-b871-a376722e3c37,d905a0d7-ffb8-4f9b-868c-f98506eae851,94dd24b5-f13a-4ecb-9d82-702d25c11300,2020-06-01T00:00:00Z,12.4,3,36,20265.11,usd,Townhouse 2016 Lisa Lodge Apt. 126
3ae8e4ec-0215-4b25-a513-00078b65061d,LCC00003086,mortgage,active,0f1a6610-f342-4b6a-850f-668df9f61063,7bb7e4a5-318b-42fb-8468-43363445dbb6,d676a665-de62-4253-808b-760119cde8c5,2023-09-17T00:00:00Z,5.97,9,240,154746.96,usd,Condo unit 308 Baldwin Island
965211c4-5e97-4f9a-961f-07b93a04ffcf,LCC00003087,home_equity,active,2062061c-1330-49e4-ab7b-736e024460c1,303d31e9-1120-4a05-8d9d-677d60038d2a,d814d587-075f-4795-9c19-f62c7d2fffc7,2021-08-25T00:00:00Z,8.2,23,60,49914.31,usd,Primary residence 236 Charles Passage
114a7745-6e42-4894-9c2c-88b47e8fcc62,LCC00003088,auto,active,3bd700b2-039c-4179-ac13-4997caef2318,07f6703e-be35-4ef7-a88f-79f71a6a8114,3cc4283e-2ca7-4893-930f-3c788cd80ec3,2022-01-18T00:00:00Z,7.4,24,48,70565.32,usd,2019 Honda Silverado VIN DL9YVJG2WP6XXDFC6
365979cf-ff7e-43a6-8033-c829ac4e6a6f,LCC00003089,auto,active,3428e193-452c-470d-8489-d64e749e930c,b49426d9-7be4-463d-9a7e-4ff0ead00160,2d528b71-da51-4f24-aed4-8378ad15e67b,2023-10-01T00:00:00Z,5.45,28,60,39530.48,usd,2023 Honda CX-5 VIN 10MACA0KXS113WESH
876f5c44-5eef-48b7-9c42-605e8871a011,LCC00003090,auto,active,7f16d3d8-3123-4a66-9eae-00c53cfe355a,07f8bf21-f0b6-4e11-ad8c-144a033438b0,bd69aaf4-c9d8-4851-8568-085e425a123b,2023-11-09T00:00:00Z,6.68,22,36,16004.02,usd,2024 Ford Camry VIN 0C5AFX75AW6CHZ5UX
4e89a3f1-cb30-4b71-babb-ce064f28aa10,LCC00003091,mortgage,active,0bff5255-ba7a-4044-92a8-2ce6eeca6ac8,a750e190-5562-4bec-b71c-c741262b96e6,6604434f-a9ce-4504-bf2d-43fc32774c87,2023-03-05T00:00:00Z,5.88,2,240,368439.82,usd,Condo unit 57434 Colin Points Apt. 563
